Title,Author_URL,Author_Name,App_Version,Rating,Review,Date
Hated it,https://itunes.apple.com/us/reviews/id839546407,YardieBrooklyn,4.42.0,1,This app will let you put any card information on ring or right instead of it determining that’s not correct try again like how Uber detects it lets you just enter whatever then it doesn’t even give you the option to delete the information you have to contact customer service who has me waiting for longer then 10 minutes all the while I’m standing in the sun pregnant then it’s 10 scooters in the red zone and one all the way down to the block not in the red zone like that’s so irritating to find a scooter you can actually ride then the free ride never showed up what a waste of 30 minutes in the baking sun I deleted the app I’m over it what a horrible experience NEVER AGAIN.,7/13/19 18:41
Confused about pricing,https://itunes.apple.com/us/reviews/id333080182,BMM9899,4.42.0,1,"I was told it was $5 for the first time ride, but it came out to be around $21. Though I did enjoy the Bird experience, the app was misleading regarding pricing.",7/13/19 18:20
Not working,https://itunes.apple.com/us/reviews/id27234717,Judie - Choose Don't Excuse,4.42.0,1,Bird not working,7/13/19 17:34
Payment set up is HORRIBLE,https://itunes.apple.com/us/reviews/id106608530,charlie is neat,4.42.0,1,"Absolutely horrible. Have people pay $10 (or whatever denomination) ahead of time to ride? That’s ridiculous. Glad I have $3.66 revolving around your pockets. Why not do ride share like everyone else and charge per ride.

Will never ride bird again!",7/13/19 14:15
Meet Bird!,https://itunes.apple.com/us/reviews/id516436697,MI - HI Craw,4.42.0,5,"Great app, solid and reliable equipment, fun to ride and well worth the minimal cost.",7/13/19 13:20
Cobble stones,https://itunes.apple.com/us/reviews/id34937636,iheartcrazyppl,4.42.0,5,Some of these European cities the scooters could use some of the more robust wheels and tires,7/13/19 10:06
Buggy app,https://itunes.apple.com/us/reviews/id386531320,wayne4gold,4.42.0,1,"Lag lag lag.  Can’t end ride.  When you think you’re done and reopen the app you’ll find the meter still running. 

Map locator is also buggy.  No rides near by.",7/13/19 08:26
"Love riding Byrd, app has bugs",https://itunes.apple.com/us/reviews/id149483053,thehoney_badger,4.42.0,4,"Byrd is so convenient and fun! However, I’ve experienced trouble in the Byrd app when adding Apple Pay, and experience other bugs.",7/13/19 06:13
Too expensive,https://itunes.apple.com/us/reviews/id294619199,@Phenjamin,4.42.0,1,More expensive than a Lyft or uber,7/13/19 03:17
Great!,https://itunes.apple.com/us/reviews/id16243984,Joematpal,4.42.0,5,Ya! Great.,7/13/19 00:02
On and Off,https://itunes.apple.com/us/reviews/id739808239,lunalovegood2006,4.42.0,2,I was in a park and excited about riding the bird. The accelerator was what made the scooter go but it worked sometimes and sometimes it didn’t work and I had to push with my foot which was not why I got the bird in the first place.,7/12/19 23:36
Waste of $20,https://itunes.apple.com/us/reviews/id679303956,Dreymond Shouldn't Wear 23,4.42.0,1,"I got the Bird Scooter in Kansas city to ride around and figure out how it worked. The scooter didn’t work at all. When I pressed the button on the scooter to accelerate, nothing happened. As you can most likely assume, I was very upset about how my money was stolen. When the scooter did work, it proceeded to work and stop every few minutes. Don’t do it if you like to save money.",7/12/19 23:24
Fun!,https://itunes.apple.com/us/reviews/id199377520,Jsuma83,4.42.0,5,"I’ve seen electric scooters and bikes in San Diego county for awhile now. This is the first time I saw one at my favorite surf spot at seal beach, so I gave it a try. It was easy to use and a lot of fun. I believe I received an email later asking about my experience. I noted that the scooter would slow down at certain spots while j was riding and they gave me a $10 credit 😀 So cool of them to do that. I’ll be riding again soon.",7/12/19 21:20
Trash. Use a Lime,https://itunes.apple.com/us/reviews/id413742030,EDM listener,4.42.0,1,"This service is terrible. So many issues trying to end a ride that screw you over. I spent 30 minutes ending a ride

Update 4 months later after they’ve arrived to chicago: bird scooters aren’t getting charged, Sherpa doesn’t have their act together. Will always choose one of the 8 other competitors over Bird or Sherpa. They’ve given consumers no reason to choose them ahead of others.",7/12/19 15:39
I had a credit that wasn’t applied,https://itunes.apple.com/us/reviews/id474831527,luluk91,4.42.0,1,"I received an email on July 5th for a $3.05 credit. Clicked the link, rose the scooter, but the credit wasn’t applied on July 12.",7/12/19 14:10
The Bird,https://itunes.apple.com/us/reviews/id398016596,lo13nzo,4.42.0,5,The Best ride ever,7/12/19 03:42
Not in Long Beach,https://itunes.apple.com/us/reviews/id27488818,ReneeVonB,4.42.0,1,Got to ride on bike Path from Long Beach convention center to Belmont shore. Shut down after four minutes saying I was in a no ride zone. Wrong. Plenty of other non-bird scooters and bikes on this bike path,7/11/19 21:29
Begs for Bluetooth to be on constantly,https://itunes.apple.com/us/reviews/id137344215,drdamour,4.42.0,1,"I don’t enable Bluetooth on my phones. Every few hours bird asks to enable Bluetooth even if it’s not working.  Very unpleasant, please fix this",7/11/19 21:14
Scooter break was broken,https://itunes.apple.com/us/reviews/id369582397,Dan0514,4.42.0,1,Broken scooter break. Refund please,7/11/19 20:00
The absolute best thing to happen to downtown anywhere USA,https://itunes.apple.com/us/reviews/id678400103,rip8bp,4.42.0,5,This was more fun than riding Go carts - down town St Louis! How fun I hope to see these everywhere !,7/11/19 04:21
Price?,https://itunes.apple.com/us/reviews/id28622999,Clifton8,4.42.0,4,How much is it,7/10/19 23:21
Card payment messed up,https://itunes.apple.com/us/reviews/id292862415,Shoopieshoop,4.42.0,1,Have a balance of $7.50 and when I try to ride it forces me to add money.,7/10/19 23:14
Horrible experience,https://itunes.apple.com/us/reviews/id154721974,Jamiedel123472836,4.42.0,1,"I use lime a lot. I’ve never had any issues, and if I ride outside of their zone it will notify me that if i leave it there, i may be fined. Last night, I rode a bird home and after a while the scooter died, starting flashing the light, and the alarm started going off. After I freaked out a bit, I pulled up the app and it said that I needed to go back inside their zone. I was 6 blocks past the zone already so I had to turn it around and walk it back the Six blocks through a quiet neighborhood with the alarm blaring and the light flashing in order to end the ride. I called to ask customer service why that would be the method of stopping someone instead of just having the bird die, and he apologized and offered me a $5 credit. That $5 credit wouldn’t cover that ride or the uber I had to take home afterwards. I’m going back to lime.",7/10/19 20:34
Community service.,https://itunes.apple.com/us/reviews/id953257517,"Listen to this, trust me.",4.42.0,5,"Bird does more than rent customers scooters out, they help people out. Offer discount program for commuters. Customers service is over the standard reputable, they respond as fast as they can and that’s not an hour or so. It’s under 30 mins or less. Average for me it’s 3-7 minute they respond with concern, check to make sure I’m ok, offer what they can do for me. Beyond corporation metaphor image, they take humanity actions. They help out. Scooters always get maintained, spite of sour lime, I have almost gotten run over by cars and bus few times, almost crash into wall because lime is behind with maintenance. I am proud of their company spread across the world. But maintenance here in America....I don’t know. I never had problem with bird. I wonder why I love birds now? Sign up with bird. You won’t regret it. Make sure you got something in your pocket and they will provide you excellent service you need.",7/10/19 20:13
Slightly awkward interface,https://itunes.apple.com/us/reviews/id535960074,🍆💰 cash money bang bang,4.42.0,4,"Too many pop ups telling me stuff, just let me ride, focus on the basics of why people are using your app.",7/10/19 05:21
Far too expensive,https://itunes.apple.com/us/reviews/id10933267,notafanashley,4.42.0,1,2.3 blocks cost me $3,7/10/19 02:55
Read the small print,https://itunes.apple.com/us/reviews/id766192189,kekdnndnf,4.42.0,1,"It says it $1 to ride on the scooter. 
Low you can start with is $5
Once that “runs out” it AUTOMATICALLY charges another $5. No thx. I hate hidden fees and terms",7/10/19 02:21
Get lime or spin,https://itunes.apple.com/us/reviews/id726184906,biggg greek,4.42.0,1,Way more expensive then lime or spin and slower,7/9/19 23:46
Fun,https://itunes.apple.com/us/reviews/id524224228,Edguti95,4.42.0,5,I was surprised about threes scooters they are fun.,7/9/19 20:46
The scooter didn’t work,https://itunes.apple.com/us/reviews/id155742712,oparebea97,4.42.0,1,Hello I would like a refund. The scooter didn’t work and I have reported it,7/9/19 20:19
Ending ride,https://itunes.apple.com/us/reviews/id291209311,Emmy boo boo,4.42.0,2,Takes way too long for it to register and this costs me money. 👎🏼,7/9/19 13:36
Bien,https://itunes.apple.com/us/reviews/id780697802,ddddddjjjjjpolo,4.42.0,5,Muy bueno,7/9/19 06:59
MAGA,https://itunes.apple.com/us/reviews/id210561310,ChrisG450,4.42.0,5,Make America great again,7/9/19 05:09
Great but...,https://itunes.apple.com/us/reviews/id430427794,Gods Got This,4.42.0,4,I like the ride a lot but I didn’t get my first 30mins free like it said it would give me,7/8/19 23:44
Better off walking,https://itunes.apple.com/us/reviews/id173895955,Tino Hadley,4.41.0,1,"This is a horrible system. I was charged $30 for my wife and I to ride (we road two separate birds but the charges were on one card) 30 mins to a restaurant and 30 mins back to our car.. This system is over priced, unreasonable, and flat out robbery. I never will use this system again.",7/8/19 15:12
Great time,https://itunes.apple.com/us/reviews/id281364293,Monkeygoose23222223332,4.41.0,5,Must do!!!!,7/7/19 22:29
Tampa Birder,https://itunes.apple.com/us/reviews/id149670830,drewzilla6555,4.41.0,5,"I just completed my first Bird ride.  This was really cool.  It zips around good, and it is very safe.  So much fun.  

Thanks for the great idea!

Bird is the word.",7/7/19 22:11
Variable rates?,https://itunes.apple.com/us/reviews/id30544079,austinbillybob,4.41.0,1,My friend and I both rented Birds at the same place and time.  Same with drop off and distance (1.7 miles).  He was charged $1.05.  I was charged over $5.  What gives?,7/7/19 20:36
Pricing,https://itunes.apple.com/us/reviews/id221946961,Truths96,4.41.0,1,"Our experience: 
1) Does not properly disclose pricing on app. Under payment screen it states...”$1 to start, $0.15 per minute plus tax”. Time charge is displayed. There is no disclosure of distance rate or price. Our final charges were $0.27 per minutes not $0.15 per minute, which I find deceiving.   
2) when setting up app, it asks what dollar amount we want to start with. It fails to ask if we, as the customer, agree to the continual charges on card. Or it also fails to disclose to customers that credit card will continually be charged. Currently this option can be unselected under payment tab. 
3) miles are not properly disclosed. There is either a glitch in the system or with the scooters. We were a group of 7 (phones/riders) who followed each other to the same destinations. App showed same destinations with different miles recorded. Again be a glitch or a way to charge customers more on distance.
4) The ride was enjoyably fun! Scooters had speed and the breaking system worked well. No complaints about scooters.",7/7/19 18:42
Awesome,https://itunes.apple.com/us/reviews/id86885670,Touge Noob S13,4.41.0,5,Excellent service here in downtown LA!,7/7/19 06:10
Refund please,https://itunes.apple.com/us/reviews/id103760883,Janelle Pizzy,4.41.0,2,"Bike died. Couldn’t end ride, after the bike was dead for 15 min. Please help. Want refund.",7/7/19 05:29
nice and good device,https://itunes.apple.com/us/reviews/id641639323,chupakim,4.41.0,5,so fast and fun,7/7/19 05:16
Don’t work consistently,https://itunes.apple.com/us/reviews/id322317281,E're,4.41.0,3,Tried three birds four different times tonight and finally got one to work. No indication as to what’s wrong everything looked as though it was going to go it activated it showed it had good battery left yet when we apply the throttle nothing happened,7/7/19 03:54
EMPllC,https://itunes.apple.com/us/reviews/id174545069,EMPllC,4.41.0,5,Awesome ride 🙌🏽💪💯👹,7/7/19 03:18
First ride,https://itunes.apple.com/us/reviews/id770968368,mikejampony,4.41.0,5,This was my first ride and was an awesome experience.  Thanks BIRD!,7/7/19 03:08
Fun Fun Fun!!!,https://itunes.apple.com/us/reviews/id178329674,Comp bill,4.41.0,5,"As a first time rider and a senior it was absolutely a blast. My daughter and I spent time together enjoying the day on a Razor ride. We rode the streets but it really was fun when we discovered a bike path. I felt safe and the riding became really enjoyable.
I would recommend anyone of any age that they spend an afternoon riding around your town or park with a Razor.
I strongly suggest that you put in a helmet 
for safety.
All my best to everyone that gives it a try.
You won’t be disappointed I guarantee it.

Bill of Long Island",7/7/19 01:55
Review,https://itunes.apple.com/us/reviews/id606748199,Slickif1ed,4.41.0,5,Lime is not as expensive,7/7/19 00:19
Slow,https://itunes.apple.com/us/reviews/id650742870,maikanh,4.41.0,3,Very slow,7/6/19 21:42
Lost $57.31! Customer service is no help!,https://itunes.apple.com/us/reviews/id35332351,cagey433,4.41.0,1,I tried to rent a scooter recently that didn’t work. The company charged me an outrageous $57.31 and then has refused to refund the money even though the scooter didn’t work at all. I am really shocked honestly. I will never use them again.,7/6/19 21:33
AWESOMENESS IN THE HOOD,https://itunes.apple.com/us/reviews/id77034457,AtomicDogg108,4.41.0,5,Great fly on dah bird in dah hood.,7/6/19 19:15
Nashville scooter ride was awesome!,https://itunes.apple.com/us/reviews/id633568662,mary from White Bear Lake MN,4.41.0,5,"Great way to see the town and very convenient, loved it!",7/6/19 19:07
Fun,https://itunes.apple.com/us/reviews/id23377422,Stevie101xxx,4.41.0,5,This is awesome,7/6/19 17:57
"Great,,,; great,,,,,,,",https://itunes.apple.com/us/reviews/id181891328,Atotonilco el alto Jalisco,4.41.0,5,"Excellent

Thank you",7/6/19 16:30
Best experience ever,https://itunes.apple.com/us/reviews/id237741074,Tish2 u,4.41.0,5,Definitely recommended,7/6/19 07:57
Marvel ous,https://itunes.apple.com/us/reviews/id651688230,boobmaster123,4.41.0,5,"I loved the marvel movie, Spider-Man is always great",7/6/19 07:09
Rating,https://itunes.apple.com/us/reviews/id453197890,hawaiilover4sure,4.41.0,1,"It kept stopping and not working. The same with my son, he kept having to get another one. It charged him 15.00 3 times. Very displeased with that. Otherwise it was fast, and fun when it worked.",7/6/19 03:09
"Thank you, Bird",https://itunes.apple.com/us/reviews/id206794283,daniellejordan_e,4.41.0,5,"Thank you, Bird, for randomly stopping mid-scoot on my 4th of July bender. If I had gotten on any other scooter, I wouldn’t have had the opportunity to hop on the back of a hot stranger’s scooter, blossom a friendship, and exchange numbers. 

I wish you nothing but success because I have the best meet-up story ever.",7/6/19 02:44
Pleased rider,https://itunes.apple.com/us/reviews/id1014569221,Isaih Burg,4.41.0,5,Riding the scooter was really fun and I hope I get to do it again.,7/6/19 02:27
"Parking is broken, overall horrible software",https://itunes.apple.com/us/reviews/id265021752,Bstockton,4.41.0,1,I can’t believe bird is still in business. There are so many issues I can’t list all them all here. One of the biggest is the app will continue to charge you after you have parked.,7/5/19 22:46
La Jolla,https://itunes.apple.com/us/reviews/id522022620,pamelasusanD,4.41.0,4,Very bumpy but fun and good control,7/5/19 21:46
Pricing,https://itunes.apple.com/us/reviews/id240127304,abcdssd,4.41.0,1,The ride only told me the initial cost and it didn’t tell me that you had to pay .31 cents per minute so I didn’t know how much I was really spending and I ended up spending 30 dollars,7/5/19 20:00
Charge,https://itunes.apple.com/us/reviews/id224889980,GraceAlmeida33,4.41.0,1,"Didn't say the minutely cost making me pay $20 more than it said it was. And auto added money to my balance, without telling me.",7/5/19 19:56
They Are Sneaky,https://itunes.apple.com/us/reviews/id262321388,RocRoyalslilsis,4.41.0,1,"I had a choice of $5,$20, or $50. I chose the $5, and apparently rode past it unknowingly. They took another $5 out of my account automatically. Ending up taking a total of $20. I contacted the online support and she said she’d give me $10.73 in credits. I called a representative and found out that i should’ve only been charged $5. I went back and told the online person and she said she’d refund me $5. This app is sketchy, they give you no information about how they automatically take money out. Nor do they let you know if you ride “over” your time. The worst part about it is the lack of communication. The online support representative and the representative i called should see the same information when looking at my account. This happened to my cousin as well. He was charged $20, instead of $5. What is going on?!",7/5/19 15:11
Bird in Cali 💗,https://itunes.apple.com/us/reviews/id516528797,a.phobia,4.41.0,5,super fun breezy as hell,7/5/19 04:06
I broke my hand,https://itunes.apple.com/us/reviews/id1043274315,i broke my hand,4.41.0,1,"While riding my scooter I hit a pothole and went flying. As a result, I broke my hand. The ER doctor said they are seeing an insane amount of scooter injuries and I actually got lucky, most people have much worse injuries.",7/5/19 01:48
Bird,https://itunes.apple.com/us/reviews/id200488799,Brig 98,4.41.0,5,Thought we would try one out. Easy to ride.,7/5/19 01:32
Hospital visit,https://itunes.apple.com/us/reviews/id565076116,daphnemontano,4.41.0,1,"I broke my ribs on this thing a few days ago, just got out of the hospital. Thanks bird",7/5/19 01:08
Sik,https://itunes.apple.com/us/reviews/id459271393,sik1284773,4.41.0,5,Always sik as fuk,7/5/19 00:59
Didn’t work,https://itunes.apple.com/us/reviews/id644151510,Mussy1506,4.41.0,1,Didn’t work can I please get credit back.,7/5/19 00:47
Birb,https://itunes.apple.com/us/reviews/id7581577,Green Jay,4.41.0,5,Birb,7/5/19 00:17
Tre From State Farm,https://itunes.apple.com/us/reviews/id183513633,Tre From State Farm,4.41.0,5,"Dope. How do I start my own? Bird I have a great area and money to invest. 

240-431-0531",7/4/19 16:20
Grannie on the Bird 1st time,https://itunes.apple.com/us/reviews/id286327729,TheDutchess18,4.41.0,5,What fun!!!! I am out of town and was walking all around but it was hot hot hot yet I wanted to see more on foot. Setting up the app was easy. I hopped on and off I went!!!! I love it.,7/4/19 13:55
Mellow,https://itunes.apple.com/us/reviews/id152632627,Tirk23,4.41.0,5,Like I mellowed,7/4/19 00:21
Not a dollar,https://itunes.apple.com/us/reviews/id18259571,Coolcrystal,4.41.0,1,"I had a free coupon code and was charged $5 for my ride and my sister was charged $20 
You have to pay upfront 
We couldn’t work it and used $2.50 each. Bird keeps the balance",7/3/19 23:11
good,https://itunes.apple.com/us/reviews/id276123987,和k出,4.41.0,5,very good,7/3/19 22:16
Bird scooter,https://itunes.apple.com/us/reviews/id119555822,Yobust,4.41.0,5,It’s a lot of fun to ride it does help you get from point a to point B but I can also see how someone can fall off or hurt themselves very easily I got beeped off the road by a CTA bus and a car they didn’t see me good thing I saw them,7/3/19 21:50
Missing promo code option,https://itunes.apple.com/us/reviews/id221357083,dsaxlaflare,4.41.0,1,I don’t understand where in the app you can log promo codes. It used to be very easy but now it is nowhere to be found.,7/3/19 21:17
New scooters are very slow,https://itunes.apple.com/us/reviews/id561169739,Bishop Talbert Swan,4.41.0,1,I was on a new one and it was fully charged but it would not exceed 12 mph their website says they go 18 mph but that’s clearly a lie. It takes all the fun out of ridding one of these.,7/3/19 20:42
tooo much money,https://itunes.apple.com/us/reviews/id911135325,bghuhff,4.41.0,5,are you kidding me. stop being greedy,7/3/19 02:22
Bluetooth ??,https://itunes.apple.com/us/reviews/id482207469,k87892,4.41.0,2,"I keep getting a pop up on my phone saying “turn on Bluetooth for Bird” even though 1- I turned notifications off for the entire app, and 2-the app is not running. Can you guys please fix this!!",7/3/19 00:55
Convenient but expensive,https://itunes.apple.com/us/reviews/id606566229,MaresS1,4.41.0,4,Logging into the app was a breeze. It was convenient but a little expensive.,7/2/19 23:09
Fastest most accessible scooter in LA,https://itunes.apple.com/us/reviews/id402294336,Phuture2121212,4.41.0,5,"Fast, reliable and flexible on where you drop off the scooters, this to me makes it the best scooter on the market in LA",7/2/19 23:07
Billing issues,https://itunes.apple.com/us/reviews/id131780791,Andrei169,4.41.0,1,They won’t refund overcharges and they charge extra mileages in their packages if you have to take many short cuts Bird scooters are not the way to go forward yet. I’ll postpone Bird ridership for a future advocate and developer. $5 each rides are costly and they charge extra on top of that $5 which makes a Lime or Lyft scooter rides better to choose from today. This is mediocre temporary rating and if it’s the last scooter on the block I’d go for it bc of the high end quality but for now consumer and devolopers #buyersbeware. #fdicc #fcc,7/2/19 19:41
Fun,https://itunes.apple.com/us/reviews/id884173499,vekynena,4.41.0,5,Super Fun !,7/2/19 05:40
So amazing,https://itunes.apple.com/us/reviews/id150808617,oocufferoo,4.41.0,5,"Easy to use - but daaaaaaang, they have some torque.  Great service, can’t wait to see them everywhere.",7/2/19 04:27
Unhappy customer,https://itunes.apple.com/us/reviews/id668512425,unhappy 644,4.41.0,1,They need to have a phone number to contact I’m extremely upset it took money off my card with out my consent ughh and I don’t know how to tell them they’ve made a mistake,7/2/19 01:49
"Not the best app, but great service",https://itunes.apple.com/us/reviews/id129600963,Gorillabeach,4.41.0,5,I can’t deny that there are problems involved with any app and especially an electric scooter app. What I can say is the app developers and company have been incredibly responsive and works out anything that goes wrong. I will continue to use this electric scooter company exclusively for that reason.,7/2/19 01:28
Not worth it,https://itunes.apple.com/us/reviews/id521747242,Moot go,4.41.0,1,I just finished my 20 second ride in Detroit was charged 3 bucks. The scooters in Detroit just don’t work they have to do better maintenance on them or something.,7/1/19 11:15
Joyfully Juvenile Joyride,https://itunes.apple.com/us/reviews/id672948227,brejali,4.41.0,5,"Seriously, such a great way to go anywhere. I felt like a prepubescent version of myself.",7/1/19 04:13
Unbeliever,https://itunes.apple.com/us/reviews/id10215817,Firestone Family,4.41.0,1,Rode terrible I didn’t finish,7/1/19 02:11
Use other services,https://itunes.apple.com/us/reviews/id43559766,NinjaForce,4.41.0,1,They make you buy credit now? No reason except for them trying to get more money from you. Not great.,6/30/19 22:20
Happy 53rd Birthday to this Mom,https://itunes.apple.com/us/reviews/id238532449,MicSolberg,4.41.0,5,My son and I had a great time in Nashville riding these around Centennial Park by Parthenon.,6/30/19 21:21
Throttle,https://itunes.apple.com/us/reviews/id1002460447,ottysysyshehhsyz,4.41.0,5,Change throttle,6/30/19 19:08
I loved it,https://itunes.apple.com/us/reviews/id815627968,bugeye wrx,4.41.0,5,It would be awesome if there was a camera that was link to your phone to record while riding. But other then that it was awesome!,6/30/19 17:31
"Safe, fun ride!",https://itunes.apple.com/us/reviews/id16727853,So disipointed,4.41.0,5,"Very safe if ridden correctly. I can see why people are getting hurt riding those things after drinking. But otherwise, great way of getting around!",6/30/19 16:54
Be careful..!!!,https://itunes.apple.com/us/reviews/id190001623,Sauce master B,4.41.0,1,"First time signing up you are “Forced” to load no less than $10 .. then once you find out you have a “piece of garbage scooter” you are already charged for the initial start!!!  Now I can’t ride, no other bird scooter around ..  NO RIDE,  and they have my money and will NOT REPLY TO HELP .. Now left with filing a grievance with CC. 
Pretty pathetic of them!!!!",6/30/19 12:27
Awesome,https://itunes.apple.com/us/reviews/id450379976,JEFEMUSIC,4.41.0,5,Awesomescooter!!!,6/30/19 06:31
Easy to use and wonderful costumer service,https://itunes.apple.com/us/reviews/id498671559,mdmsndhshsb,4.41.0,5,"I began using Bird while visiting LA to combat the awful traffic. The app is set up great and is SO easy to start and stop rides. The scooters themselves are pretty great and can get going pretty fast! But, I ended up leaving LA before i was able to use all the money i loaded onto my account and i live no where near a city with Bird.  I emailed costumer service, explained the situation and asked if i could get my preloaded money refunded and they were quick to answer and give me a full refund. Overall a great experience with this company.",6/30/19 03:27
Worked But not well,https://itunes.apple.com/us/reviews/id373875396,bill is bit my real name,4.41.0,1,It did not worked that well we could only find one working scooter after looking for about three hours and only worked for a small bit and charged us 8 bucks we got very annoyed and ruined are day and we put thirty bucks into the app and we have no way of getting it back so I do not recommend for later day use. But was very fun for the little time we road it.,6/30/19 01:34
Fun,https://itunes.apple.com/us/reviews/id493680601,CAAAAAARRRRRLLLLLLL,4.41.0,5,Super fun,6/30/19 01:23
Lit,https://itunes.apple.com/us/reviews/id502690648,Jaytrendzzz,4.41.0,5,Ilove it,6/30/19 01:11
Aweful customer service,https://itunes.apple.com/us/reviews/id503231975,Dave rodenbeck,4.41.0,2,"The app is designed to trick you to buy a plan. Despite I refused, I saw that  I charged $20 for a stupid scooter ride which I do once a year. 
And nobody reply to messages in the consumer service section

Speed limit feature is a deal breaker. Also the rate is twice compared to Lyft and lime.",6/30/19 00:54
Quick,https://itunes.apple.com/us/reviews/id103162983,Alailiaous,4.41.0,5,App access and scooters themselves are all zippy,6/30/19 00:14
Brake,https://itunes.apple.com/us/reviews/id638185470,FAZE818,4.41.0,1,The brake was broken and I almost fell can I have credit cause my finger got hurt,6/29/19 23:48
Fees,https://itunes.apple.com/us/reviews/id297873963,DDDEBRALIN,4.41.0,5,The bird fees are more than double the cost of Uber/Jump,6/29/19 23:20
Sign that the battery is low,https://itunes.apple.com/us/reviews/id1000893794,RosPatt,4.41.0,3,"We went to 3  different scooters until we find one adequately charged and since it was our first time, we wasted $ trying to figure out what was wrong. You need someone to develop a feature that once you scan the QR code, it should show how much battery is left.",6/29/19 23:18
Slow,https://itunes.apple.com/us/reviews/id725800056,lil slice,4.41.0,2,Slow,6/29/19 23:10
Fun through the city,https://itunes.apple.com/us/reviews/id174706768,dawn-ald,4.41.0,4,A little slow when they power down to 30% or below,6/29/19 19:36
Bird review,https://itunes.apple.com/us/reviews/id666975290,megiul,4.41.0,1,Was fun but it charged twenty dollars for only an hour and that’s an outrageous price.,6/29/19 18:44
Did not work for me,https://itunes.apple.com/us/reviews/id118700006,Ldevo,4.41.0,1,"I do not normally write reviews unless I was either blown away or disappointed in a product. I see the app has a 4.9 average rating, so maybe it was just my experience. I had to report to San Diego for two weeks for active duty orders, so a group of us all downloaded the app to get around easier. However, when we would go to park, my associates were able to park without issue. It would not let me park (even though 5 other birds were able to) and repeatedly caused me to have to move again and again to find a “better spot.” I also had several times where I would start the ride and the timer would start, but it would state there was an error and to try again. Repeatedly. This was during full bar coverage with Verizon LTE as well and no other app issues. Bird did refund me a small amount for one failed ride, but it wasn’t enough to restore my faith in the app. Fun to ride and I wanted to love it, but too many connectivity issues for me, sadly.",6/29/19 16:10
Mal servicio al cliente,https://itunes.apple.com/us/reviews/id978518024,fanxybe,4.41.0,1,Colocan un número de teléfono que no existe. Perdí mi dinero porque traté de iniciar 2 scooters y estaban descargadas y estaba urgido de irme. Me cobraron 10$ que no use. Ahora tengo que caminar 10min para conseguir una bird para gastar el dinero que ya me quitaron,6/29/19 15:39
